Reg Number,Name,Year,Branch,CGPA
21BCE2872,Vivaan Sharma,3,Computer Engineering,6.66
22BME2893,Arjun Singh,2,Mechanical Engineering,8.89
20BCH5986,Krishna Nair,4,Chemical Engineering,8.71
21BEE1423,Sneha Roy,3,Electrical Engineering,9.45
23BIT2487,Ananya Das,1,Information Technology,6.74
21BCH8468,Krishna Singh,3,Chemical Engineering,8.77
21BIT8941,Aarav Iyer,3,Information Technology,7.49
22BIT7912,Ananya Das,2,Information Technology,8.14
21BCE7412,Aditya Verma,3,Computer Engineering,7.08
23BCH2427,Aditya Iyer,1,Chemical Engineering,7.32
21BEE8558,Arjun Patel,3,Electrical Engineering,7.76
20BIT0280,Aditya Sharma,4,Information Technology,9.81
21BCE2676,Vivaan Patel,3,Computer Engineering,6.28
20BEE0538,Sneha Das,4,Electrical Engineering,7.7
21BCE2248,Pooja Das,3,Computer Engineering,8.65
23BME5294,Sneha Roy,1,Mechanical Engineering,6.76
20BEE3915,Aditya Nair,4,Electrical Engineering,6.26
20BIT5874,Ishita Nair,4,Information Technology,6.62
21BCH6708,Ishita Patel,3,Chemical Engineering,8.48
21BEE1969,Krishna Gupta,3,Electrical Engineering,6.96
20BME1120,Neha Das,4,Mechanical Engineering,6.66
22BIT8581,Sneha Sharma,2,Information Technology,8.46
20BEE2741,Aarav Sharma,4,Electrical Engineering,9.74
22BCE2379,Krishna Verma,2,Computer Engineering,8.64
21BME9525,Krishna Gupta,3,Mechanical Engineering,9.81
22BIT4273,Neha Nair,2,Information Technology,8.23
22BCH7082,Neha Nair,2,Chemical Engineering,7.11
21BCH2089,Arjun Sharma,3,Chemical Engineering,9.8
23BIT3997,Sneha Patel,1,Information Technology,7.49
23BEE6237,Ananya Das,1,Electrical Engineering,9.12
21BCH2687,Aditya Patel,3,Chemical Engineering,9.82
22BEE2364,Arjun Sharma,2,Electrical Engineering,9.4
22BCH9521,Neha Singh,2,Chemical Engineering,9.71
21BIT7879,Arjun Das,3,Information Technology,9.77
20BME3805,Sneha Singh,4,Mechanical Engineering,8.61
23BIT1402,Vivaan Verma,1,Information Technology,6.3
20BME4642,Neha Verma,4,Mechanical Engineering,7.61
23BME0704,Sneha Singh,1,Mechanical Engineering,6.78
20BME3300,Ananya Gupta,4,Mechanical Engineering,6.63
20BEE7951,Neha Patel,4,Electrical Engineering,7.18
20BCE1334,Krishna Nair,4,Computer Engineering,9.31
21BIT0158,Krishna Nair,3,Information Technology,8.96
22BME8133,Sneha Patel,2,Mechanical Engineering,8.66
23BEE1666,Vivaan Patel,1,Electrical Engineering,9.79
20BIT7943,Sneha Das,4,Information Technology,6.21
23BCH2665,Aarav Roy,1,Chemical Engineering,7.61
23BCH5217,Neha Patel,1,Chemical Engineering,6.31
21BEE9224,Neha Patel,3,Electrical Engineering,9.47
23BCE3249,Ishita Gupta,1,Computer Engineering,6.84
21BCH4958,Aarav Singh,3,Chemical Engineering,8.46
23BIT1338,Neha Sharma,1,Information Technology,9.18
23BME9088,Aarav Verma,1,Mechanical Engineering,7.36
20BCE7893,Neha Nair,4,Computer Engineering,6.82
21BIT7665,Krishna Sharma,3,Information Technology,8.59
22BEE6552,Aditya Nair,2,Electrical Engineering,9.63
22BCE6971,Ananya Reddy,2,Computer Engineering,9.73
21BCE5297,Krishna Iyer,3,Computer Engineering,9.14
20BIT2156,Aditya Roy,4,Information Technology,7.99
23BEE5613,Aditya Nair,1,Electrical Engineering,7.31
22BEE6935,Pooja Roy,2,Electrical Engineering,9.53
20BME7019,Neha Nair,4,Mechanical Engineering,9.41
23BME0286,Aditya Sharma,1,Mechanical Engineering,8.86
22BME2645,Vivaan Nair,2,Mechanical Engineering,7.17
20BEE5084,Aarav Reddy,4,Electrical Engineering,7.92
22BCH4894,Arjun Iyer,2,Chemical Engineering,7.93
21BCH0424,Ananya Singh,3,Chemical Engineering,9.14
21BCH9037,Neha Nair,3,Chemical Engineering,9.79
20BCH9010,Krishna Singh,4,Chemical Engineering,8.52
20BEE8027,Aditya Singh,4,Electrical Engineering,8.04
22BEE2818,Neha Verma,2,Electrical Engineering,7.7
22BME4818,Krishna Verma,2,Mechanical Engineering,9.33
23BCH5315,Aditya Gupta,1,Chemical Engineering,7.91
21BEE1303,Pooja Roy,3,Electrical Engineering,8.01
20BIT4943,Ishita Verma,4,Information Technology,8.21
22BCH1281,Neha Patel,2,Chemical Engineering,7.47
23BME3450,Aarav Patel,1,Mechanical Engineering,6.53
22BCH7893,Sneha Roy,2,Chemical Engineering,7.6
20BCH6825,Neha Verma,4,Chemical Engineering,8.4
20BEE3903,Aditya Reddy,4,Electrical Engineering,9.9
21BEE7570,Pooja Reddy,3,Electrical Engineering,8.79
23BIT6051,Krishna Das,1,Information Technology,7.93
21BCH6732,Aarav Reddy,3,Chemical Engineering,7.74
20BME7946,Arjun Reddy,4,Mechanical Engineering,6.27
21BCH7785,Arjun Verma,3,Chemical Engineering,8.11
23BCE0929,Ananya Roy,1,Computer Engineering,7.04
20BEE1394,Krishna Gupta,4,Electrical Engineering,9.38
21BME3440,Arjun Reddy,3,Mechanical Engineering,6.19
23BEE8846,Ananya Patel,1,Electrical Engineering,9.67
21BIT9814,Aditya Roy,3,Information Technology,9.64
22BCH0347,Vivaan Sharma,2,Chemical Engineering,6.54
20BEE5123,Vivaan Singh,4,Electrical Engineering,8.35
20BIT5652,Sneha Verma,4,Information Technology,8.11
20BME0696,Ananya Sharma,4,Mechanical Engineering,7.54
22BCE8952,Aditya Verma,2,Computer Engineering,7.17
20BEE7908,Aarav Singh,4,Electrical Engineering,6.25
21BCE7833,Pooja Roy,3,Computer Engineering,8.37
21BME0710,Krishna Iyer,3,Mechanical Engineering,8.82
23BME1766,Ananya Reddy,1,Mechanical Engineering,8.15
22BEE8969,Vivaan Verma,2,Electrical Engineering,9.85
23BEE6132,Ananya Reddy,1,Electrical Engineering,7.87
23BME4741,Krishna Verma,1,Mechanical Engineering,9.06
23BIT7627,Vivaan Roy,1,Information Technology,8.99
23BIT8832,Sneha Reddy,1,Information Technology,7.36
22BIT6022,Pooja Sharma,2,Information Technology,7.24
22BEE4196,Neha Das,2,Electrical Engineering,9.78
20BME4085,Sneha Das,4,Mechanical Engineering,6.95
20BME6743,Neha Singh,4,Mechanical Engineering,7.41
20BEE2394,Aarav Roy,4,Electrical Engineering,7.55
22BME6864,Pooja Verma,2,Mechanical Engineering,7.33
21BCH4494,Vivaan Gupta,3,Chemical Engineering,7.66
21BEE3955,Arjun Gupta,3,Electrical Engineering,9.43
20BEE3483,Ishita Patel,4,Electrical Engineering,7.6
21BEE4886,Ananya Verma,3,Electrical Engineering,8.83
22BCH7412,Aarav Reddy,2,Chemical Engineering,6.7
23BEE7788,Aarav Singh,1,Electrical Engineering,8.66
22BCH7303,Arjun Reddy,2,Chemical Engineering,8.04
20BIT1022,Ananya Das,4,Information Technology,8.57
23BCE5521,Krishna Sharma,1,Computer Engineering,8.55
22BCE6303,Vivaan Verma,2,Computer Engineering,7.25
23BCE1072,Sneha Roy,1,Computer Engineering,8.75
21BIT9281,Ananya Nair,3,Information Technology,7.92
20BIT5867,Vivaan Gupta,4,Information Technology,9.42
22BIT0335,Aarav Nair,2,Information Technology,6.4
21BCH9277,Krishna Das,3,Chemical Engineering,7.84
20BCH0000,Arjun Patel,4,Chemical Engineering,6.39
20BCE3528,Ishita Singh,4,Computer Engineering,7.82
22BME2532,Arjun Iyer,2,Mechanical Engineering,6.74
20BEE1107,Ananya Iyer,4,Electrical Engineering,6.82
22BME5887,Pooja Iyer,2,Mechanical Engineering,6.31
21BCE5203,Pooja Roy,3,Computer Engineering,6.12
20BME5124,Aditya Gupta,4,Mechanical Engineering,9.44
21BIT7780,Arjun Patel,3,Information Technology,6.55
21BME7062,Ishita Nair,3,Mechanical Engineering,9.44
22BIT7116,Sneha Das,2,Information Technology,7.89
20BCE8397,Krishna Singh,4,Computer Engineering,6.01
22BME4219,Pooja Patel,2,Mechanical Engineering,8.05
21BEE5034,Vivaan Roy,3,Electrical Engineering,7.94
22BIT5147,Aditya Nair,2,Information Technology,8.52
20BCE8967,Neha Singh,4,Computer Engineering,9.17
20BCE8184,Ananya Roy,4,Computer Engineering,8.23
22BIT0060,Arjun Verma,2,Information Technology,7.25
21BCH7361,Aarav Nair,3,Chemical Engineering,9.01
21BEE6560,Krishna Roy,3,Electrical Engineering,7.05
23BCH5189,Pooja Iyer,1,Chemical Engineering,7.35
22BCH8481,Ananya Verma,2,Chemical Engineering,9.79
23BCH7705,Aditya Sharma,1,Chemical Engineering,8.47
23BIT8119,Aditya Iyer,1,Information Technology,9.87
22BCE0889,Neha Das,2,Computer Engineering,7.59
22BIT9896,Arjun Das,2,Information Technology,9.25
21BCE4873,Pooja Singh,3,Computer Engineering,10.0
20BEE6573,Sneha Patel,4,Electrical Engineering,9.29
22BME2483,Vivaan Roy,2,Mechanical Engineering,8.97
23BME3284,Neha Patel,1,Mechanical Engineering,9.9
20BIT3388,Krishna Das,4,Information Technology,8.86
21BEE5364,Vivaan Iyer,3,Electrical Engineering,7.49
21BCE6535,Arjun Roy,3,Computer Engineering,6.53
22BIT4970,Sneha Reddy,2,Information Technology,7.79
23BIT3357,Krishna Verma,1,Information Technology,9.95
23BCH2645,Neha Roy,1,Chemical Engineering,9.89
23BME3671,Vivaan Gupta,1,Mechanical Engineering,6.57
20BIT5832,Krishna Iyer,4,Information Technology,9.85
23BCE6024,Sneha Sharma,1,Computer Engineering,8.54
23BEE1169,Vivaan Roy,1,Electrical Engineering,8.81
23BME2513,Aarav Sharma,1,Mechanical Engineering,9.95
20BEE0113,Ishita Verma,4,Electrical Engineering,9.58
23BCH4146,Aditya Das,1,Chemical Engineering,7.6
23BCH5593,Arjun Iyer,1,Chemical Engineering,6.03
23BEE3348,Sneha Verma,1,Electrical Engineering,7.07
21BME0218,Arjun Iyer,3,Mechanical Engineering,6.82
23BEE0599,Vivaan Iyer,1,Electrical Engineering,8.4
22BCH4968,Neha Verma,2,Chemical Engineering,7.8
20BCH8496,Aditya Das,4,Chemical Engineering,8.27
21BME9801,Ananya Singh,3,Mechanical Engineering,9.83
22BIT4713,Krishna Das,2,Information Technology,7.29
20BME0891,Pooja Patel,4,Mechanical Engineering,7.94
20BCE5625,Aarav Verma,4,Computer Engineering,7.44
21BME4062,Ishita Gupta,3,Mechanical Engineering,6.61
21BME3409,Arjun Gupta,3,Mechanical Engineering,7.78
22BCH3108,Aarav Nair,2,Chemical Engineering,7.69
23BME1936,Pooja Singh,1,Mechanical Engineering,6.36
22BEE7142,Ananya Nair,2,Electrical Engineering,7.81
22BCE4572,Neha Roy,2,Computer Engineering,9.67
20BIT2117,Neha Nair,4,Information Technology,8.73
22BIT5655,Vivaan Nair,2,Information Technology,6.53
21BME8829,Pooja Roy,3,Mechanical Engineering,9.07
21BME7884,Arjun Reddy,3,Mechanical Engineering,6.53
22BIT0495,Arjun Das,2,Information Technology,8.23
20BEE0419,Aarav Sharma,4,Electrical Engineering,6.5
22BEE5609,Ishita Iyer,2,Electrical Engineering,7.21
21BIT4917,Vivaan Singh,3,Information Technology,9.91
22BME5331,Vivaan Gupta,2,Mechanical Engineering,7.14
22BCH1189,Aditya Das,2,Chemical Engineering,6.84
21BIT3159,Neha Nair,3,Information Technology,7.76
21BCE4501,Krishna Gupta,3,Computer Engineering,6.94
22BCH9670,Aditya Nair,2,Chemical Engineering,6.57
22BME7394,Arjun Verma,2,Mechanical Engineering,7.84
23BCH1350,Ananya Roy,1,Chemical Engineering,9.06
21BCE7732,Neha Gupta,3,Computer Engineering,9.68
20BEE3624,Aditya Singh,4,Electrical Engineering,7.21
20BME6515,Aditya Reddy,4,Mechanical Engineering,6.62
20BCH4064,Sneha Singh,4,Chemical Engineering,8.71
20BME2890,Aarav Reddy,4,Mechanical Engineering,8.51
22BEE4509,Neha Sharma,2,Electrical Engineering,7.93
23BCE9232,Sneha Gupta,1,Computer Engineering,9.42
22BCH4343,Aditya Nair,2,Chemical Engineering,9.74
20BCE2832,Arjun Iyer,4,Computer Engineering,7.48
21BCH9731,Aarav Das,3,Chemical Engineering,8.9
21BEE2495,Krishna Nair,3,Electrical Engineering,6.7
23BCH5985,Pooja Das,1,Chemical Engineering,7.19
23BME3193,Aditya Singh,1,Mechanical Engineering,9.25
20BEE6109,Aditya Roy,4,Electrical Engineering,8.11
22BME5145,Vivaan Sharma,2,Mechanical Engineering,6.05
21BCE4419,Ananya Singh,3,Computer Engineering,8.31
21BIT3955,Pooja Patel,3,Information Technology,6.51
22BIT8492,Sneha Patel,2,Information Technology,8.39
22BCE4940,Pooja Iyer,2,Computer Engineering,7.02
22BIT0620,Aarav Patel,2,Information Technology,9.84
21BIT9486,Pooja Iyer,3,Information Technology,8.04
21BME3481,Aarav Patel,3,Mechanical Engineering,7.96
22BIT0206,Aditya Roy,2,Information Technology,8.45
21BIT2823,Arjun Iyer,3,Information Technology,9.1
20BIT1145,Aarav Nair,4,Information Technology,8.29
22BIT0057,Ananya Sharma,2,Information Technology,9.6
22BCH8324,Neha Das,2,Chemical Engineering,9.46
23BCH1109,Sneha Verma,1,Chemical Engineering,8.17
22BCE7427,Krishna Singh,2,Computer Engineering,8.36
23BEE8749,Sneha Das,1,Electrical Engineering,9.34
21BCE3390,Krishna Iyer,3,Computer Engineering,8.52
21BEE5134,Neha Nair,3,Electrical Engineering,9.81
20BCH5669,Pooja Singh,4,Chemical Engineering,9.64
22BME4923,Arjun Gupta,2,Mechanical Engineering,7.32
21BCH4297,Pooja Das,3,Chemical Engineering,8.13
20BCE1409,Pooja Nair,4,Computer Engineering,6.36
22BEE7908,Neha Roy,2,Electrical Engineering,9.43
22BME4130,Krishna Sharma,2,Mechanical Engineering,8.0
21BIT3394,Aarav Iyer,3,Information Technology,8.08
20BCH7437,Ananya Nair,4,Chemical Engineering,9.72
20BCE8198,Ananya Singh,4,Computer Engineering,8.38
20BIT6370,Krishna Verma,4,Information Technology,9.79
20BCE7424,Ananya Patel,4,Computer Engineering,6.31
21BCE7850,Neha Patel,3,Computer Engineering,7.63
23BCE9694,Vivaan Roy,1,Computer Engineering,7.45
20BIT1413,Vivaan Verma,4,Information Technology,9.74
20BIT1932,Arjun Gupta,4,Information Technology,7.41
21BCH2606,Ananya Roy,3,Chemical Engineering,7.51
20BME1124,Sneha Gupta,4,Mechanical Engineering,9.84
23BCE1300,Krishna Reddy,1,Computer Engineering,9.09
23BCE4411,Aarav Sharma,1,Computer Engineering,9.14
20BEE7189,Neha Verma,4,Electrical Engineering,7.6
20BIT7810,Neha Roy,4,Information Technology,8.49
20BCE8955,Ananya Patel,4,Computer Engineering,8.03
22BEE6627,Neha Sharma,2,Electrical Engineering,9.82
21BCE0833,Neha Gupta,3,Computer Engineering,7.07
23BCE6085,Pooja Verma,1,Computer Engineering,8.82
21BCH0293,Pooja Verma,3,Chemical Engineering,8.29
21BEE9791,Pooja Singh,3,Electrical Engineering,6.21
21BCH7726,Vivaan Verma,3,Chemical Engineering,7.63
22BEE1933,Aarav Sharma,2,Electrical Engineering,8.15
22BCE1212,Aarav Roy,2,Computer Engineering,6.12
22BEE1333,Vivaan Verma,2,Electrical Engineering,6.16
22BME6841,Aarav Nair,2,Mechanical Engineering,9.63
23BIT0972,Neha Verma,1,Information Technology,7.39
22BME8751,Arjun Singh,2,Mechanical Engineering,7.17
23BEE3069,Krishna Das,1,Electrical Engineering,9.73
20BCE2196,Ishita Singh,4,Computer Engineering,9.64
21BCH1748,Ananya Sharma,3,Chemical Engineering,7.75
20BCH5581,Vivaan Iyer,4,Chemical Engineering,9.4
20BCH9447,Arjun Reddy,4,Chemical Engineering,7.14
23BME6400,Ishita Verma,1,Mechanical Engineering,9.52
20BCE7488,Arjun Nair,4,Computer Engineering,9.66
22BEE5564,Ananya Iyer,2,Electrical Engineering,8.47
23BCE5455,Ananya Das,1,Computer Engineering,9.06
21BCH7521,Ananya Sharma,3,Chemical Engineering,6.61
21BEE7491,Aditya Sharma,3,Electrical Engineering,8.74
23BIT8952,Pooja Sharma,1,Information Technology,9.35
21BCE5058,Pooja Iyer,3,Computer Engineering,6.72
20BME2462,Sneha Verma,4,Mechanical Engineering,8.8
23BEE7824,Vivaan Patel,1,Electrical Engineering,7.31
23BME5585,Vivaan Gupta,1,Mechanical Engineering,6.39
23BME4842,Neha Iyer,1,Mechanical Engineering,9.04
23BIT3825,Pooja Verma,1,Information Technology,9.16
23BEE2016,Pooja Das,1,Electrical Engineering,7.15
23BME7940,Arjun Reddy,1,Mechanical Engineering,8.46
21BCH6792,Neha Iyer,3,Chemical Engineering,9.46
21BIT0728,Krishna Verma,3,Information Technology,6.34
21BEE8484,Aditya Das,3,Electrical Engineering,6.55
21BME1382,Aarav Reddy,3,Mechanical Engineering,8.18
23BCH8391,Arjun Patel,1,Chemical Engineering,6.52
20BME5600,Vivaan Das,4,Mechanical Engineering,6.71
21BME0624,Neha Singh,3,Mechanical Engineering,7.38
22BME3891,Sneha Roy,2,Mechanical Engineering,7.21
22BME9677,Vivaan Das,2,Mechanical Engineering,8.89
23BIT0701,Aditya Nair,1,Information Technology,8.72
20BCH3093,Pooja Sharma,4,Chemical Engineering,9.82
21BME3945,Pooja Roy,3,Mechanical Engineering,6.77
22BIT5572,Neha Roy,2,Information Technology,9.78
21BCH6246,Ananya Iyer,3,Chemical Engineering,8.4
20BCH4512,Sneha Reddy,4,Chemical Engineering,8.51
22BCH7285,Arjun Roy,2,Chemical Engineering,7.19
22BCE5266,Pooja Nair,2,Computer Engineering,9.42
20BEE3618,Arjun Roy,4,Electrical Engineering,8.25
23BCH7981,Ishita Verma,1,Chemical Engineering,9.92
23BCE4425,Pooja Reddy,1,Computer Engineering,7.6
20BCH1141,Krishna Patel,4,Chemical Engineering,8.92
22BME9477,Pooja Das,2,Mechanical Engineering,9.45
22BIT5603,Ananya Nair,2,Information Technology,9.08
20BME8327,Sneha Das,4,Mechanical Engineering,7.34
22BIT7513,Ishita Das,2,Information Technology,8.4
22BIT3913,Ananya Sharma,2,Information Technology,6.92
20BCE9855,Vivaan Singh,4,Computer Engineering,6.2
23BCE0709,Vivaan Nair,1,Computer Engineering,6.14
22BIT8763,Aditya Das,2,Information Technology,7.54
20BCH0089,Ananya Verma,4,Chemical Engineering,7.58
20BME7759,Vivaan Gupta,4,Mechanical Engineering,6.39
22BIT1544,Krishna Sharma,2,Information Technology,6.14
22BME9182,Sneha Gupta,2,Mechanical Engineering,6.9
22BCE3295,Pooja Reddy,2,Computer Engineering,7.52
23BCE1048,Ishita Nair,1,Computer Engineering,9.39
22BME5584,Ananya Roy,2,Mechanical Engineering,7.39
23BEE2767,Pooja Das,1,Electrical Engineering,7.91
23BME2559,Pooja Verma,1,Mechanical Engineering,9.14
21BME7381,Vivaan Gupta,3,Mechanical Engineering,7.37
22BEE0192,Ananya Singh,2,Electrical Engineering,9.75
22BME1405,Ishita Gupta,2,Mechanical Engineering,8.29
21BCH2211,Ananya Iyer,3,Chemical Engineering,9.15
22BCE8721,Krishna Verma,2,Computer Engineering,8.37
23BCE7268,Ishita Sharma,1,Computer Engineering,6.18
23BCE3321,Krishna Reddy,1,Computer Engineering,7.02
20BIT0338,Aditya Iyer,4,Information Technology,6.73
21BME2335,Aarav Sharma,3,Mechanical Engineering,9.42
23BEE4415,Arjun Reddy,1,Electrical Engineering,6.83
20BIT0846,Vivaan Roy,4,Information Technology,7.91
23BCH6182,Vivaan Nair,1,Chemical Engineering,9.99
20BEE6906,Vivaan Das,4,Electrical Engineering,8.96
20BCH6728,Aditya Gupta,4,Chemical Engineering,8.29
23BME7213,Aarav Gupta,1,Mechanical Engineering,8.73
21BEE8053,Ishita Patel,3,Electrical Engineering,6.98
21BEE1570,Aarav Roy,3,Electrical Engineering,6.93
20BCE5303,Vivaan Singh,4,Computer Engineering,8.43
20BCH3184,Krishna Nair,4,Chemical Engineering,8.0
23BME0452,Sneha Sharma,1,Mechanical Engineering,6.52
23BEE4274,Arjun Reddy,1,Electrical Engineering,10.0
22BEE6861,Neha Singh,2,Electrical Engineering,6.46
22BEE1863,Sneha Reddy,2,Electrical Engineering,8.88
23BME3676,Ananya Das,1,Mechanical Engineering,9.28
21BME1971,Aditya Iyer,3,Mechanical Engineering,7.25
21BIT9043,Arjun Das,3,Information Technology,7.33
23BEE0746,Krishna Iyer,1,Electrical Engineering,8.45
22BCH0006,Aarav Reddy,2,Chemical Engineering,8.58
22BCH2434,Aditya Reddy,2,Chemical Engineering,7.51
22BCH3687,Aarav Roy,2,Chemical Engineering,8.11
21BEE4192,Neha Nair,3,Electrical Engineering,8.89
23BCE7146,Krishna Nair,1,Computer Engineering,8.9
21BCE8584,Ananya Nair,3,Computer Engineering,8.93
21BCH5258,Krishna Sharma,3,Chemical Engineering,6.08
22BEE5247,Krishna Iyer,2,Electrical Engineering,6.26
20BCH5737,Neha Iyer,4,Chemical Engineering,6.49
20BME8658,Neha Nair,4,Mechanical Engineering,8.2
23BCE7986,Aarav Das,1,Computer Engineering,7.4
20BCH5781,Neha Das,4,Chemical Engineering,8.21
23BIT4154,Ishita Roy,1,Information Technology,9.75
23BIT4453,Neha Reddy,1,Information Technology,9.63
20BEE3680,Neha Das,4,Electrical Engineering,8.6
21BIT4739,Sneha Sharma,3,Information Technology,8.12
20BIT2784,Neha Singh,4,Information Technology,8.5
23BME3711,Arjun Sharma,1,Mechanical Engineering,7.44
23BCH0906,Sneha Reddy,1,Chemical Engineering,9.94
21BCE0391,Neha Das,3,Computer Engineering,9.67
22BCE7211,Krishna Roy,2,Computer Engineering,7.07
23BCH9314,Aditya Singh,1,Chemical Engineering,7.77
20BME8017,Pooja Sharma,4,Mechanical Engineering,8.48
20BME3248,Ishita Nair,4,Mechanical Engineering,6.95
22BME4019,Arjun Verma,2,Mechanical Engineering,6.69
21BEE9871,Aditya Iyer,3,Electrical Engineering,6.53
20BCH6706,Ananya Gupta,4,Chemical Engineering,7.03
22BEE9660,Ananya Patel,2,Electrical Engineering,9.94
21BCH8144,Arjun Reddy,3,Chemical Engineering,8.25
22BIT6722,Sneha Singh,2,Information Technology,9.16
21BCH3120,Aarav Verma,3,Chemical Engineering,6.22
23BIT4221,Sneha Das,1,Information Technology,9.04
22BCE9372,Aditya Reddy,2,Computer Engineering,9.61
21BEE2268,Neha Reddy,3,Electrical Engineering,9.34
23BIT0049,Krishna Verma,1,Information Technology,6.46
22BCH9289,Aditya Reddy,2,Chemical Engineering,9.23
20BME9823,Aditya Sharma,4,Mechanical Engineering,8.68
22BEE2371,Aditya Iyer,2,Electrical Engineering,7.83
22BIT1752,Neha Roy,2,Information Technology,8.07
22BCH9104,Aditya Sharma,2,Chemical Engineering,9.62
21BCE5004,Vivaan Sharma,3,Computer Engineering,6.91
22BCH8879,Pooja Roy,2,Chemical Engineering,6.13
21BEE0724,Aditya Verma,3,Electrical Engineering,6.87
21BIT0926,Neha Singh,3,Information Technology,8.45
21BIT7084,Pooja Nair,3,Information Technology,9.37
20BCE9233,Ishita Nair,4,Computer Engineering,6.16
23BIT4272,Ishita Iyer,1,Information Technology,8.67
22BEE7035,Vivaan Nair,2,Electrical Engineering,7.67
23BCE4059,Pooja Das,1,Computer Engineering,9.52
23BIT8764,Pooja Patel,1,Information Technology,9.38
23BCH6332,Krishna Das,1,Chemical Engineering,9.31
23BIT1524,Pooja Singh,1,Information Technology,7.54
23BEE6016,Ananya Nair,1,Electrical Engineering,8.32
21BIT1621,Aditya Iyer,3,Information Technology,8.98
22BEE2375,Arjun Iyer,2,Electrical Engineering,9.63
22BCH1533,Ananya Das,2,Chemical Engineering,9.65
23BIT5017,Aditya Das,1,Information Technology,6.19
21BIT2779,Pooja Sharma,3,Information Technology,8.28
21BME2057,Aditya Singh,3,Mechanical Engineering,8.13
22BCH0600,Aarav Gupta,2,Chemical Engineering,6.05
